Age,Gender,Marital Status,Occupation,Vehicle Age,Vehicle,Property Value,Zip Code,Claim History,Coverage Type,Premium
46,Male,Single,Lawyer,18,Audi Q5,457736,BS2 8JD,No,Liability-only,6319
60,Female,Married,Teacher,16,Ford F-150,151919,CW1 2BB,Yes,Comprehensive,7732
28,Male,Married,Driver,12,Nissan Altima,290689,DN1 1QR,Yes,Liability-only,7674
35,Female,Married,Nurse,7,Audi Q5,618484,BS2 8JD,No,Comprehensive,2085
64,Male,Single,Sales Associate,7,Nissan Altima,183298,CV1 2WT,Yes,Liability-only,6446
29,Female,Divorced,Sales Associate,17,Honda Accord,387225,BD1 3EB,No,Liability-only,5376
26,Female,Widowed,Small Business Owner,13,Buick Encore,383725,M1 1AA,Yes,Comprehensive,2963
27,Female,Single,IT Professional,11,Audi Q5,426600,MK9 1AN,Yes,Comprehensive,6177
61,Female,Married,Teacher,6,Toyota Camry,259599,BS2 8JD,No,Comprehensive,5572
34,Female,Married,Sales Associate,14,Buick Encore,233721,DN1 1QR,No,Comprehensive,8543
55,Female,Single,IT Professional,6,Buick Encore,499525,CW1 2BB,Yes,Collision,9907
24,Male,Single,Sales Associate,6,Audi Q5,421372,OL4 1ES,No,Collision,1242
63,Female,Married,Driver,2,Tesla Model S,686208,AL1 3NJ,Yes,Comprehensive,7510
30,Male,Divorced,IT Professional,15,Ford F-150,681720,E1 6AN,No,Collision,4915
57,Male,Married,Lawyer,17,Honda Accord,606791,BD1 3EB,Yes,Comprehensive,1837
59,Female,Married,Small Business Owner,8,Tesla Model S,542653,AL1 3NJ,Yes,Comprehensive,4323
26,Male,Single,Driver,5,Tesla Model S,483869,SE1 8DP,Yes,Liability-only,3953
44,Female,Divorced,Lawyer,17,Toyota Camry,311298,CW1 2BB,No,Comprehensive,2432
19,Male,Married,Nurse,1,Toyota Corolla,354222,DN1 1QR,Yes,Comprehensive,7854
22,Female,Married,Teacher,18,Audi Q5,471243,BS2 8JD,Yes,Comprehensive,8655
46,Male,Widowed,Teacher,15,Nissan Altima,262557,DN1 1QR,Yes,Comprehensive,9431
54,Female,Single,Student,5,Ford F-150,692301,SW1A 1AA,Yes,Liability-only,9330
55,Female,Widowed,Student,7,Tesla Model S,695734,M1 1AA,No,Comprehensive,9611
36,Female,Widowed,IT Professional,18,Honda Accord,646409,OL4 1ES,No,Liability-only,1303
25,Female,Married,Teacher,6,Toyota Corolla,412701,M1 1AA,Yes,Comprehensive,3162
62,Male,Single,IT Professional,5,Toyota Camry,280878,AL1 3NJ,Yes,Liability-only,7486
18,Female,Divorced,Student,19,BMW X5,698866,OL4 1ES,No,Collision,5102
39,Male,Married,Nurse,10,Ford F-150,606610,PE1 1HA,Yes,Liability-only,7874
34,Male,Divorced,Sales Associate,15,BMW X5,347118,E1 6AN,No,Liability-only,2168
24,Male,Divorced,Lawyer,10,Buick Encore,687262,CW1 2BB,Yes,Comprehensive,1415
42,Female,Single,Retired,16,Tesla Model S,347745,SE1 8DP,No,Liability-only,6243
62,Male,Widowed,IT Professional,12,Hyundai Elantra,401366,AL1 3NJ,Yes,Liability-only,1149
21,Male,Single,Nurse,18,Ford F-150,538938,BS2 8JD,No,Comprehensive,7524
53,Male,Divorced,Lawyer,1,Nissan Altima,636649,E1 6AN,No,Collision,6899
23,Female,Married,Teacher,16,Toyota Corolla,224442,MK9 1AN,No,Collision,1838
48,Female,Divorced,Sales Associate,6,Honda Accord,283726,SE1 8DP,Yes,Collision,7144
36,Male,Married,Lawyer,3,Ford F-150,277309,TQ2 5HB,No,Liability-only,8466
61,Female,Married,Small Business Owner,2,Nissan Altima,663644,M1 1AA,No,Comprehensive,2320
56,Female,Single,Student,2,Audi Q5,334681,E1 6AN,Yes,Collision,2523
44,Male,Divorced,Lawyer,13,BMW X5,553552,TQ2 5HB,Yes,Collision,6234
27,Male,Widowed,Retired,9,Audi Q5,459181,SE1 8DP,Yes,Collision,7144
43,Female,Divorced,Nurse,16,Toyota Corolla,297278,SW1A 1AA,Yes,Collision,1552
36,Male,Divorced,Sales Associate,5,Toyota Camry,193563,SW1A 1AA,No,Comprehensive,4756
56,Female,Widowed,Driver,7,Tesla Model S,168361,SE1 8DP,Yes,Collision,4671
20,Female,Single,Lawyer,13,Ford F-150,224469,M1 1AA,Yes,Liability-only,1481
62,Female,Divorced,Engineer,13,Hyundai Elantra,670581,DN1 1QR,Yes,Liability-only,1599
30,Female,Divorced,Retired,7,BMW X5,660571,SE1 8DP,Yes,Comprehensive,8677
45,Female,Married,Retired,10,BMW X5,384295,SW1A 1AA,Yes,Collision,2982
37,Female,Divorced,Engineer,15,Ford F-150,176819,TQ2 5HB,Yes,Collision,2634
45,Male,Widowed,Small Business Owner,6,Buick Encore,534474,BD1 3EB,Yes,Liability-only,8830
25,Male,Married,Driver,5,Audi Q5,158798,OL4 1ES,No,Comprehensive,3997
58,Female,Single,Student,2,BMW X5,575963,DN1 1QR,No,Liability-only,1686
56,Female,Married,Nurse,15,Nissan Altima,403800,BD1 3EB,No,Comprehensive,6529
18,Female,Widowed,Sales Associate,16,Honda Accord,683703,M1 1AA,No,Comprehensive,2759
20,Male,Widowed,Nurse,19,Tesla Model S,558224,CV1 2WT,No,Comprehensive,8023
30,Female,Married,Driver,9,BMW X5,692740,E1 6AN,Yes,Liability-only,7208
45,Male,Single,Nurse,19,Nissan Altima,607291,PE1 1HA,Yes,Comprehensive,8234
42,Female,Married,Engineer,7,Toyota Corolla,551336,BS2 8JD,Yes,Liability-only,3480
50,Female,Single,Retired,4,Toyota Corolla,168170,BS2 8JD,Yes,Liability-only,8476
55,Male,Married,Nurse,3,Tesla Model S,166259,MK9 1AN,No,Collision,8770
23,Male,Widowed,IT Professional,11,Buick Encore,434243,AL1 3NJ,No,Liability-only,1114
61,Female,Divorced,Lawyer,1,Hyundai Elantra,290721,AL1 3NJ,Yes,Liability-only,1568
62,Female,Divorced,Driver,6,Tesla Model S,279394,M1 1AA,Yes,Collision,8951
49,Female,Single,Small Business Owner,11,Toyota Camry,471402,AL1 3NJ,No,Collision,3689
62,Male,Single,IT Professional,1,Buick Encore,322109,MK9 1AN,No,Collision,5590
64,Male,Single,Engineer,7,BMW X5,423949,BS2 8JD,No,Comprehensive,4340
38,Male,Widowed,Teacher,6,Tesla Model S,659212,BD1 3EB,Yes,Comprehensive,3988
33,Male,Married,Engineer,14,Audi Q5,404599,PE1 1HA,Yes,Collision,4151
38,Male,Widowed,Small Business Owner,2,Toyota Corolla,193147,TQ2 5HB,No,Comprehensive,4015
28,Male,Divorced,Small Business Owner,4,Nissan Altima,224280,SW1A 1AA,No,Collision,7345
54,Female,Single,IT Professional,11,Tesla Model S,327125,BS2 8JD,Yes,Comprehensive,4574
53,Female,Married,Lawyer,15,Audi Q5,518921,BD1 3EB,Yes,Liability-only,8838
52,Male,Divorced,Driver,18,Buick Encore,634609,CV1 2WT,Yes,Comprehensive,2608
36,Female,Divorced,Student,1,Toyota Camry,540503,M1 1AA,Yes,Comprehensive,1559
37,Female,Divorced,Retired,3,Nissan Altima,226215,CW1 2BB,No,Liability-only,7621
35,Male,Widowed,IT Professional,3,Honda Accord,507509,CV1 2WT,No,Collision,8126
64,Female,Single,Small Business Owner,7,Toyota Camry,423129,TQ2 5HB,No,Comprehensive,6565
58,Male,Divorced,Teacher,1,BMW X5,424535,SW1A 1AA,Yes,Comprehensive,5435
31,Male,Single,Sales Associate,11,Audi Q5,679149,CV1 2WT,Yes,Liability-only,6650
32,Female,Widowed,Small Business Owner,6,Tesla Model S,411968,DN1 1QR,Yes,Liability-only,9803
48,Male,Divorced,Lawyer,3,Tesla Model S,446508,TQ2 5HB,No,Liability-only,2881
18,Male,Widowed,Lawyer,19,Ford F-150,494543,DN1 1QR,No,Liability-only,5169
20,Male,Widowed,Small Business Owner,2,Toyota Corolla,640251,BS2 8JD,No,Collision,4863
33,Male,Single,Lawyer,18,BMW X5,664060,M1 1AA,Yes,Comprehensive,8436
40,Male,Divorced,IT Professional,12,Audi Q5,374402,OL4 1ES,Yes,Comprehensive,4708
28,Male,Widowed,Small Business Owner,10,Tesla Model S,336968,DN1 1QR,No,Comprehensive,2709
29,Male,Divorced,Small Business Owner,5,Honda Accord,651854,SE1 8DP,Yes,Comprehensive,8860
27,Male,Single,Driver,9,Nissan Altima,497962,CV1 2WT,No,Collision,2692
49,Female,Widowed,Retired,2,BMW X5,483304,AL1 3NJ,No,Comprehensive,1125
33,Female,Single,Teacher,2,Buick Encore,278165,BD1 3EB,No,Collision,2199
25,Female,Divorced,Lawyer,6,Honda Accord,380314,OL4 1ES,No,Collision,7092
55,Male,Divorced,Driver,10,Nissan Altima,551392,M1 1AA,Yes,Liability-only,3711
29,Male,Single,Student,18,Hyundai Elantra,445673,MK9 1AN,Yes,Liability-only,7228
41,Female,Married,Student,12,Toyota Corolla,599622,CW1 2BB,Yes,Comprehensive,6995
45,Female,Widowed,Nurse,4,BMW X5,675957,PE1 1HA,Yes,Collision,9182
25,Female,Divorced,IT Professional,17,Audi Q5,457003,DN1 1QR,Yes,Liability-only,6502
45,Male,Divorced,IT Professional,15,Toyota Camry,694611,OL4 1ES,Yes,Collision,6760
53,Female,Widowed,Engineer,6,Nissan Altima,380502,CW1 2BB,No,Liability-only,6582
43,Female,Single,Teacher,16,Buick Encore,680309,BS2 8JD,Yes,Collision,3498
25,Male,Single,Small Business Owner,17,Tesla Model S,670766,E1 6AN,Yes,Comprehensive,3565
45,Female,Single,Lawyer,3,Toyota Camry,451951,DN1 1QR,Yes,Comprehensive,7989
45,Male,Married,Teacher,10,Honda Accord,540449,SE1 8DP,No,Collision,5790
54,Male,Married,Nurse,5,Toyota Corolla,462499,TQ2 5HB,Yes,Liability-only,6024
58,Male,Divorced,Engineer,14,Audi Q5,645655,BS2 8JD,No,Liability-only,9307
53,Female,Single,Driver,13,Toyota Camry,420855,M1 1AA,Yes,Comprehensive,2031
44,Female,Widowed,Teacher,6,Buick Encore,606295,E1 6AN,Yes,Comprehensive,2241
34,Male,Divorced,Driver,12,Nissan Altima,157904,CW1 2BB,Yes,Comprehensive,2742
26,Female,Widowed,Student,8,Audi Q5,270035,E1 6AN,No,Liability-only,6709
50,Female,Divorced,Lawyer,5,Hyundai Elantra,336168,PE1 1HA,No,Liability-only,6999
37,Female,Married,Nurse,15,Tesla Model S,371666,AL1 3NJ,Yes,Comprehensive,5090
30,Female,Divorced,Small Business Owner,16,Toyota Corolla,415237,AL1 3NJ,Yes,Collision,9160
45,Male,Married,Lawyer,1,Toyota Camry,437062,BS2 8JD,Yes,Liability-only,7883
46,Female,Divorced,Retired,16,Toyota Corolla,343708,MK9 1AN,No,Comprehensive,6129
30,Male,Single,IT Professional,5,Toyota Corolla,290466,SW1A 1AA,No,Collision,5403
63,Male,Widowed,Nurse,3,Toyota Corolla,274501,BS2 8JD,Yes,Liability-only,7577
52,Female,Single,Teacher,15,Nissan Altima,243708,DN1 1QR,No,Collision,5897
23,Male,Divorced,Lawyer,13,Toyota Corolla,385603,TQ2 5HB,No,Collision,1163
35,Female,Divorced,Sales Associate,16,Hyundai Elantra,664908,M1 1AA,No,Liability-only,4310
22,Female,Divorced,IT Professional,11,Honda Accord,673526,M1 1AA,No,Comprehensive,4388
64,Male,Married,IT Professional,2,Buick Encore,306837,BD1 3EB,Yes,Collision,1995
42,Male,Widowed,Sales Associate,6,Audi Q5,545556,PE1 1HA,Yes,Comprehensive,7161
19,Male,Widowed,Engineer,6,Hyundai Elantra,669676,M1 1AA,No,Liability-only,2877
27,Male,Divorced,Engineer,14,Audi Q5,427169,CV1 2WT,No,Collision,9103
47,Female,Divorced,Sales Associate,11,Buick Encore,419289,MK9 1AN,No,Collision,4264
62,Female,Married,Retired,8,Honda Accord,336869,PE1 1HA,Yes,Collision,2348
22,Female,Single,Student,8,BMW X5,566968,BD1 3EB,Yes,Collision,3251
50,Male,Single,Sales Associate,1,Audi Q5,258138,AL1 3NJ,No,Collision,8290
18,Male,Widowed,Student,7,Audi Q5,212040,TQ2 5HB,No,Liability-only,9018
35,Male,Married,Lawyer,6,Honda Accord,654788,OL4 1ES,No,Collision,7590
49,Female,Divorced,Retired,8,Toyota Camry,607864,MK9 1AN,No,Liability-only,8658
64,Male,Widowed,Nurse,19,Hyundai Elantra,206815,BD1 3EB,Yes,Comprehensive,1432
28,Female,Married,Student,8,Toyota Camry,366741,BD1 3EB,Yes,Liability-only,6743
38,Male,Single,IT Professional,14,Toyota Camry,262789,SW1A 1AA,Yes,Collision,6247
43,Female,Married,Lawyer,18,Toyota Camry,578906,MK9 1AN,Yes,Comprehensive,8715
42,Female,Single,IT Professional,16,Toyota Corolla,317644,TQ2 5HB,Yes,Liability-only,4817
39,Male,Married,Retired,9,Tesla Model S,335102,BS2 8JD,Yes,Liability-only,2070
44,Male,Widowed,Student,15,Audi Q5,480048,TQ2 5HB,No,Liability-only,5600
30,Female,Single,Driver,10,Toyota Camry,387469,SE1 8DP,No,Collision,9306
50,Female,Widowed,Retired,16,Hyundai Elantra,227088,MK9 1AN,Yes,Collision,1994
51,Male,Widowed,Retired,4,Tesla Model S,679896,E1 6AN,Yes,Liability-only,5318
58,Male,Single,Driver,13,Tesla Model S,650812,SW1A 1AA,Yes,Liability-only,5731
52,Female,Single,Lawyer,5,Toyota Camry,384907,AL1 3NJ,No,Comprehensive,7068
18,Male,Divorced,Student,7,Nissan Altima,207560,CW1 2BB,No,Collision,8670
38,Female,Divorced,Student,9,Toyota Camry,364601,CW1 2BB,No,Collision,5767
23,Female,Divorced,IT Professional,8,Nissan Altima,526606,SW1A 1AA,No,Comprehensive,1957
45,Male,Widowed,Retired,16,Toyota Camry,334286,DN1 1QR,Yes,Liability-only,9287
34,Male,Widowed,Retired,6,Hyundai Elantra,430141,M1 1AA,No,Liability-only,3154
22,Male,Divorced,Small Business Owner,16,Nissan Altima,271266,AL1 3NJ,Yes,Comprehensive,1631
48,Male,Widowed,Nurse,6,Toyota Corolla,153679,CV1 2WT,No,Liability-only,7045
22,Male,Widowed,Retired,14,Tesla Model S,638241,DN1 1QR,No,Liability-only,1697
55,Female,Single,Teacher,1,Toyota Camry,356096,M1 1AA,No,Comprehensive,1031
20,Female,Single,Nurse,9,Tesla Model S,597154,M1 1AA,No,Comprehensive,7209
40,Male,Widowed,Teacher,13,Toyota Camry,679983,BD1 3EB,Yes,Comprehensive,5874
54,Male,Divorced,Student,19,Audi Q5,376812,AL1 3NJ,Yes,Liability-only,6562
54,Male,Married,Nurse,17,Audi Q5,173382,E1 6AN,Yes,Comprehensive,9740
27,Female,Divorced,Retired,11,Ford F-150,308539,M1 1AA,Yes,Liability-only,3248
27,Male,Married,Driver,8,Toyota Camry,602532,TQ2 5HB,Yes,Collision,7192
36,Male,Divorced,IT Professional,5,Ford F-150,524612,SE1 8DP,Yes,Collision,7406
34,Female,Single,Teacher,10,Honda Accord,156764,PE1 1HA,Yes,Comprehensive,2156
38,Female,Widowed,Nurse,7,Honda Accord,211836,CV1 2WT,No,Liability-only,9535
31,Male,Widowed,Retired,10,Tesla Model S,444067,CV1 2WT,Yes,Liability-only,6295
26,Male,Single,Nurse,4,Nissan Altima,405033,M1 1AA,No,Liability-only,7154
63,Male,Married,Retired,9,Toyota Camry,166292,SE1 8DP,Yes,Comprehensive,3248
18,Female,Married,Retired,14,Buick Encore,433083,PE1 1HA,No,Liability-only,4285
62,Male,Married,Retired,2,Toyota Camry,393772,OL4 1ES,Yes,Liability-only,3003
30,Male,Single,Small Business Owner,9,Toyota Camry,168800,BS2 8JD,No,Liability-only,4615
21,Male,Married,IT Professional,1,Buick Encore,206440,BS2 8JD,Yes,Collision,4672
18,Female,Single,Driver,10,Honda Accord,566462,BS2 8JD,Yes,Liability-only,8458
57,Female,Divorced,Driver,10,Ford F-150,596021,DN1 1QR,Yes,Collision,3155
49,Male,Divorced,Nurse,3,Tesla Model S,600067,BD1 3EB,Yes,Liability-only,4479
51,Male,Single,Nurse,6,Honda Accord,505642,CV1 2WT,No,Liability-only,1051
45,Female,Widowed,Retired,6,Buick Encore,319573,TQ2 5HB,Yes,Liability-only,3159
48,Female,Divorced,Small Business Owner,2,Toyota Camry,207207,CW1 2BB,Yes,Collision,5390
25,Female,Married,Retired,18,Honda Accord,212157,CW1 2BB,No,Liability-only,4651
56,Female,Single,Small Business Owner,2,Hyundai Elantra,284288,BD1 3EB,Yes,Comprehensive,8356
43,Female,Married,Retired,12,Audi Q5,243778,M1 1AA,No,Liability-only,3112
51,Female,Married,Teacher,5,Toyota Camry,280016,DN1 1QR,No,Collision,6765
20,Female,Widowed,Teacher,7,BMW X5,318204,AL1 3NJ,Yes,Collision,2354
29,Female,Married,Student,16,Buick Encore,260573,AL1 3NJ,Yes,Comprehensive,6620
18,Female,Widowed,Retired,1,Toyota Corolla,270730,BS2 8JD,No,Comprehensive,4754
61,Male,Divorced,IT Professional,1,Nissan Altima,214186,SW1A 1AA,Yes,Comprehensive,1209
22,Male,Single,Student,17,Toyota Corolla,655349,AL1 3NJ,No,Collision,7232
47,Male,Married,Nurse,1,Honda Accord,168781,M1 1AA,Yes,Liability-only,8846
47,Female,Single,Lawyer,13,Toyota Camry,387677,SW1A 1AA,Yes,Liability-only,7171
34,Male,Married,Retired,9,Nissan Altima,407506,OL4 1ES,No,Comprehensive,1237
64,Female,Single,Teacher,15,Nissan Altima,181126,BD1 3EB,Yes,Comprehensive,9527
40,Female,Married,Lawyer,3,Tesla Model S,388217,MK9 1AN,Yes,Liability-only,9075
32,Male,Married,Small Business Owner,14,Toyota Corolla,565794,OL4 1ES,Yes,Comprehensive,2576
54,Female,Married,Lawyer,11,Toyota Camry,665474,CV1 2WT,No,Liability-only,9691
38,Male,Married,IT Professional,12,Tesla Model S,430027,AL1 3NJ,Yes,Liability-only,9982
31,Male,Married,Retired,13,Ford F-150,468531,PE1 1HA,No,Liability-only,4540
19,Male,Married,Driver,13,Toyota Corolla,411161,DN1 1QR,Yes,Liability-only,8257
28,Female,Married,Lawyer,1,Audi Q5,216266,BS2 8JD,No,Collision,1149
56,Male,Married,Driver,10,Audi Q5,674344,BD1 3EB,Yes,Liability-only,2624
55,Female,Married,Small Business Owner,3,Tesla Model S,443601,BS2 8JD,Yes,Comprehensive,8661
51,Male,Single,Student,4,Ford F-150,545459,AL1 3NJ,No,Comprehensive,3574
55,Male,Widowed,Driver,16,Hyundai Elantra,598247,DN1 1QR,Yes,Comprehensive,5428
51,Male,Married,Student,8,Hyundai Elantra,282773,E1 6AN,No,Comprehensive,8529
35,Female,Widowed,Teacher,16,Audi Q5,485983,AL1 3NJ,Yes,Collision,5269
47,Female,Married,Retired,17,BMW X5,230636,BD1 3EB,No,Liability-only,8769
32,Female,Married,Lawyer,19,Buick Encore,519841,SW1A 1AA,Yes,Liability-only,3108
44,Male,Single,Teacher,15,Buick Encore,216483,CW1 2BB,No,Comprehensive,4947
51,Male,Divorced,Teacher,16,BMW X5,170505,SW1A 1AA,Yes,Comprehensive,8899
55,Female,Divorced,Sales Associate,15,Tesla Model S,549769,BD1 3EB,No,Comprehensive,5914
50,Female,Single,Engineer,2,Buick Encore,361474,SE1 8DP,No,Liability-only,7667
41,Female,Widowed,IT Professional,11,Buick Encore,246008,SW1A 1AA,Yes,Collision,3263
32,Female,Divorced,Student,1,Toyota Corolla,194348,PE1 1HA,No,Collision,4815
47,Female,Single,Sales Associate,15,Toyota Corolla,419417,AL1 3NJ,No,Collision,1577
59,Female,Single,Engineer,19,BMW X5,476380,SE1 8DP,Yes,Collision,1422
34,Male,Divorced,IT Professional,4,Toyota Camry,284607,DN1 1QR,Yes,Comprehensive,3763
22,Female,Widowed,Student,11,Ford F-150,257157,CW1 2BB,Yes,Liability-only,2229
46,Male,Single,Retired,5,Tesla Model S,675196,M1 1AA,Yes,Comprehensive,4176
21,Male,Married,IT Professional,3,Toyota Corolla,402299,DN1 1QR,Yes,Collision,9945
27,Female,Widowed,Lawyer,13,Toyota Corolla,351225,M1 1AA,Yes,Comprehensive,1687
34,Female,Widowed,Teacher,10,Hyundai Elantra,258352,PE1 1HA,No,Collision,1722
27,Male,Divorced,Engineer,11,Ford F-150,245967,CV1 2WT,No,Liability-only,1746
34,Female,Divorced,Engineer,18,Hyundai Elantra,501133,PE1 1HA,No,Collision,5337
37,Female,Married,Engineer,2,Toyota Camry,362628,MK9 1AN,Yes,Comprehensive,3712
41,Male,Single,Student,7,Ford F-150,261889,PE1 1HA,Yes,Liability-only,1707
22,Male,Divorced,Lawyer,9,Buick Encore,412063,TQ2 5HB,No,Collision,9626
51,Male,Divorced,IT Professional,10,Hyundai Elantra,461467,PE1 1HA,No,Collision,1483
23,Female,Widowed,Teacher,18,Audi Q5,502053,PE1 1HA,Yes,Liability-only,2533
19,Male,Divorced,Lawyer,7,Tesla Model S,196105,PE1 1HA,No,Comprehensive,1169
30,Female,Divorced,Sales Associate,7,Buick Encore,573380,OL4 1ES,Yes,Liability-only,2020
60,Male,Divorced,Retired,3,Ford F-150,282957,CW1 2BB,Yes,Comprehensive,8093
60,Male,Divorced,Driver,12,Audi Q5,151049,TQ2 5HB,No,Collision,7466
28,Male,Widowed,Lawyer,7,Toyota Camry,455415,BD1 3EB,Yes,Collision,1847
64,Female,Married,Sales Associate,17,Audi Q5,216697,MK9 1AN,Yes,Liability-only,9887
40,Female,Married,Teacher,1,Toyota Corolla,609567,SW1A 1AA,Yes,Collision,4346
33,Male,Single,Driver,5,BMW X5,186534,AL1 3NJ,Yes,Liability-only,5013
48,Male,Divorced,Driver,16,Audi Q5,243034,SE1 8DP,No,Collision,9078
28,Male,Widowed,Lawyer,15,Nissan Altima,208097,PE1 1HA,Yes,Collision,1031
33,Female,Single,Engineer,2,Toyota Camry,437181,CV1 2WT,Yes,Comprehensive,9368
25,Male,Single,Nurse,9,Buick Encore,579223,BS2 8JD,No,Liability-only,8877
21,Female,Married,Teacher,7,Hyundai Elantra,622694,AL1 3NJ,Yes,Liability-only,7170
57,Male,Widowed,Engineer,4,Honda Accord,660708,BS2 8JD,Yes,Collision,8830
21,Male,Widowed,Teacher,18,Toyota Camry,511317,SE1 8DP,No,Comprehensive,3315
42,Male,Widowed,Nurse,4,Nissan Altima,154694,SE1 8DP,No,Comprehensive,1065
20,Male,Married,Retired,13,Toyota Corolla,695844,AL1 3NJ,Yes,Liability-only,2928
49,Male,Married,Nurse,1,Hyundai Elantra,345543,SW1A 1AA,Yes,Liability-only,6011
20,Male,Married,Small Business Owner,3,Tesla Model S,329559,CV1 2WT,No,Collision,8533
44,Female,Married,Lawyer,16,Honda Accord,643857,MK9 1AN,Yes,Liability-only,7225
46,Male,Married,Lawyer,4,Audi Q5,666304,OL4 1ES,Yes,Collision,6447
49,Female,Divorced,Sales Associate,16,Nissan Altima,676748,M1 1AA,Yes,Comprehensive,1584
36,Male,Divorced,Engineer,19,Audi Q5,222356,SE1 8DP,No,Liability-only,7470
38,Male,Widowed,Sales Associate,1,Tesla Model S,409925,SW1A 1AA,Yes,Comprehensive,7685
22,Female,Single,Small Business Owner,5,Toyota Camry,690479,CV1 2WT,No,Comprehensive,6244
35,Male,Widowed,Nurse,19,BMW X5,395702,SE1 8DP,No,Collision,9154
45,Female,Single,Lawyer,11,Nissan Altima,182175,DN1 1QR,No,Comprehensive,8951
59,Female,Married,Student,13,Ford F-150,429819,E1 6AN,No,Collision,2748
39,Male,Single,Nurse,5,Buick Encore,586374,M1 1AA,Yes,Collision,8670
38,Female,Widowed,Nurse,4,Ford F-150,542544,DN1 1QR,No,Comprehensive,3204
23,Female,Widowed,Small Business Owner,4,BMW X5,490822,SE1 8DP,Yes,Comprehensive,2892
18,Male,Single,Retired,4,Tesla Model S,212821,CV1 2WT,No,Collision,8018
22,Female,Divorced,Teacher,4,Ford F-150,660559,SE1 8DP,No,Collision,4093
58,Male,Married,Small Business Owner,18,Toyota Corolla,162204,BS2 8JD,Yes,Comprehensive,1973
29,Male,Married,Teacher,18,Nissan Altima,396464,AL1 3NJ,No,Collision,5024
43,Male,Widowed,Lawyer,16,Toyota Corolla,183593,AL1 3NJ,No,Collision,7615
63,Male,Divorced,Small Business Owner,9,Honda Accord,358260,SW1A 1AA,Yes,Liability-only,5329
51,Female,Single,Teacher,18,BMW X5,265064,MK9 1AN,No,Liability-only,7715
31,Male,Married,Sales Associate,2,Honda Accord,642492,SE1 8DP,No,Liability-only,2477
43,Male,Divorced,Small Business Owner,4,Honda Accord,203365,CV1 2WT,No,Liability-only,6689
62,Female,Married,Lawyer,12,Honda Accord,370511,BS2 8JD,Yes,Liability-only,9962
44,Male,Divorced,Small Business Owner,7,Toyota Camry,642274,OL4 1ES,No,Collision,8329
26,Male,Divorced,Lawyer,15,Toyota Camry,571396,OL4 1ES,Yes,Collision,7444
43,Female,Widowed,Small Business Owner,7,BMW X5,629871,BS2 8JD,Yes,Liability-only,9497
64,Female,Married,Teacher,17,Hyundai Elantra,356971,BD1 3EB,Yes,Comprehensive,1001
39,Female,Single,Retired,16,Ford F-150,253700,TQ2 5HB,No,Liability-only,9462
64,Female,Widowed,IT Professional,19,Toyota Camry,509221,CV1 2WT,No,Comprehensive,7843
47,Female,Widowed,Teacher,9,Audi Q5,546681,OL4 1ES,No,Collision,6972
60,Female,Single,Engineer,14,Toyota Corolla,218247,MK9 1AN,No,Comprehensive,8903
34,Female,Widowed,Driver,17,Toyota Camry,332631,BD1 3EB,Yes,Collision,6105
43,Male,Divorced,Retired,5,Tesla Model S,306270,CV1 2WT,Yes,Comprehensive,8702
53,Female,Divorced,Sales Associate,2,Honda Accord,303560,DN1 1QR,No,Collision,3914
18,Female,Married,Nurse,16,Toyota Camry,659627,BS2 8JD,No,Collision,6156
25,Female,Married,Teacher,14,BMW X5,440042,DN1 1QR,Yes,Liability-only,9298
52,Male,Single,Small Business Owner,14,Toyota Corolla,545135,PE1 1HA,No,Collision,4168
32,Male,Married,Teacher,1,Toyota Corolla,331142,BD1 3EB,No,Liability-only,3599
64,Female,Divorced,Student,3,Hyundai Elantra,246707,BD1 3EB,No,Liability-only,6716
39,Female,Single,Retired,7,Buick Encore,523921,SW1A 1AA,No,Liability-only,3235
31,Female,Single,IT Professional,15,Buick Encore,197003,TQ2 5HB,No,Comprehensive,3799
43,Male,Married,Sales Associate,19,Ford F-150,557650,SE1 8DP,No,Comprehensive,8013
45,Male,Divorced,Student,2,Audi Q5,579865,CW1 2BB,Yes,Collision,6473
40,Female,Single,Lawyer,19,Nissan Altima,545215,CW1 2BB,Yes,Liability-only,1018
31,Male,Divorced,Student,9,BMW X5,295921,CV1 2WT,Yes,Liability-only,1858
41,Female,Divorced,Teacher,19,Tesla Model S,619655,DN1 1QR,Yes,Collision,6380
19,Male,Divorced,Sales Associate,5,Toyota Camry,656220,DN1 1QR,No,Liability-only,4032
62,Male,Married,Teacher,18,BMW X5,658524,SE1 8DP,No,Collision,5505
43,Female,Widowed,Lawyer,16,Audi Q5,181153,DN1 1QR,Yes,Liability-only,6789
31,Female,Widowed,Nurse,4,Buick Encore,284411,TQ2 5HB,Yes,Comprehensive,3531
24,Female,Single,Sales Associate,12,BMW X5,562610,AL1 3NJ,Yes,Collision,8471
20,Female,Divorced,Nurse,7,Toyota Camry,466015,M1 1AA,Yes,Collision,5719
64,Male,Married,Retired,14,Hyundai Elantra,620938,PE1 1HA,Yes,Comprehensive,5863
40,Male,Divorced,Retired,12,Ford F-150,446751,M1 1AA,No,Collision,5038
63,Male,Divorced,Nurse,3,Hyundai Elantra,202055,BD1 3EB,No,Comprehensive,3452
60,Female,Married,Retired,5,Buick Encore,254509,E1 6AN,Yes,Liability-only,3846
64,Male,Widowed,Sales Associate,17,Honda Accord,285467,OL4 1ES,Yes,Comprehensive,9064
